,cog,player,name,dob,role,team,join,leave
263,Germany,Amoment,Michael German,N/A,Support,Hits from the Bong,2014-04-27,2014-05-28
264,Germany,Amoment,Michael German,N/A,Support,"Mors certa, Hora incerta",2014-06-21,2014-08-28
265,Germany,Amoment,Michael German,N/A,Support,My Carry Can't Be This Kawaii,2014-08-31,2014-09-18
266,Germany,Amoment,Michael German,N/A,Support,House of Gamers,2014-10-22,2015-01-21
267,Germany,Amoment,Michael German,N/A,Support,GameOnline,2015-01-21,2015-03-22
268,Germany,Amoment,Michael German,N/A,Support,GOOMBA Gaming,2015-03-28,2015-06-26
269,Germany,Amoment,Michael German,N/A,Support,Saphira.TV,2015-10-17,2015-12-18
270,Germany,Amoment,Michael German,N/A,Support,Samurai Champloo,2016-02-01,2016-04-01
271,Australia,Ana,Anathan Pham,1999-10-26,Solo Middle,Mobility Gaming,2013-09-20,2013-10-01
272,Australia,Ana,Anathan Pham,1999-10-26,Solo Middle,Invictus Gaming,2016-03-19,2016-08-31
273,Australia,Ana,Anathan Pham,1999-10-26,Solo Middle,OG,2016-08-31,2017-08-17
274,Australia,Ana,Anathan Pham,1999-10-26,Solo Middle,Team World,2018-01-05,
275,China,Another,Wang Wenjun,N/A,Carry,PiLoT - -#,2016-04-??,2016-04-??
276,China,Another,Wang Wenjun,N/A,Carry,Vici Gaming Potential,2016-05-??,
277,Sweden,Apemother,Joel Larsson,1990-12-14,Solo Middle,Drakdräpare,2014-04-09,2014-04-11
278,Sweden,Apemother,Joel Larsson,1990-12-14,Solo Middle,Monomaniac,2014-04-11,2014-05-20
279,Sweden,Apemother,Joel Larsson,1990-12-14,Solo Middle,Team Coast,2014-05-20,2014-11-??
280,Sweden,Apemother,Joel Larsson,1990-12-14,Solo Middle,LAJONS,2014-11-20,2015-01-01
281,Sweden,Apemother,Joel Larsson,1990-12-14,Solo Middle,Ninjas in Pyjamas,2015-01-01,2015-02-23
282,Sweden,Apemother,Joel Larsson,1990-12-14,Solo Middle,Taco Life,2015-03-30,2015-??-??
283,Romania,Arise,Turtoi Ionut,1993-04-08,Solo Middle,Kaipi,201?-??-??,2013-04-29
284,Romania,Arise,Turtoi Ionut,1993-04-08,Solo Middle,Super Strong Dinosaurs,2013-09-05,2013-12-23
285,Romania,Arise,Turtoi Ionut,1993-04-08,Solo Middle,Cede Nullis,2013-??-??,2014-??-??
286,Romania,Arise,Turtoi Ionut,1993-04-08,Solo Middle,Basically Unknown,2015-03-14,2015-03-18
287,Romania,Arise,Turtoi Ionut,1993-04-08,Solo Middle,Basically Unknown,2015-03-20,2015-06-02
288,Romania,Arise,Turtoi Ionut,1993-04-08,Solo Middle,Monkey Freedom Fighters,2015-08-22,2015-09-25
289,Romania,Arise,Turtoi Ionut,1993-04-08,Solo Middle,Arcade.PowerRangers,2015-10-06,2015-10-??
290,Romania,Arise,Turtoi Ionut,1993-04-08,Solo Middle,Monkey Freedom Fighters,2015-10-18,2015-??-??
291,Romania,Arise,Turtoi Ionut,1993-04-08,Solo Middle,Burden United,2016-01-02,2016-02-17
292,Romania,Arise,Turtoi Ionut,1993-04-08,Solo Middle,Power Rangers,2016-02-17,2016-07-19
293,Romania,Arise,Turtoi Ionut,1993-04-08,Solo Middle,Kaipi,2017-01-08,2017-??-??
294,Romania,Arise,Turtoi Ionut,1993-04-08,Solo Middle,Team Doggie,2017-09-26,
295,Mongolia,Ariunbolor,Ariunbolor Altantsetseg,N/A,Support,The Mongolz,2014-01-30,
296,Philippines,Armel,Armel Paul,2000-01-20,Solo Middle,Acion Arena,2016-03-18,2016-12-30
297,Philippines,Armel,Armel Paul,2000-01-20,Solo Middle,Clutch Gamers,2016-12-30,2018-01-15
298,Philippines,Armel,Armel Paul,2000-01-20,Solo Middle,Team Admiral,2018-01-15,
299,Russia,ARS-ART,Sergey Revin,1988-08-12,Support,Virtus.pro,2007-??-??,2008-??-??
300,Russia,ARS-ART,Sergey Revin,1988-08-12,Support,SK Gaming,2008-02-29,2008-06-22
301,Russia,ARS-ART,Sergey Revin,1988-08-12,Support,Rush3D,2008-06-27,2009-??-??
302,Russia,ARS-ART,Sergey Revin,1988-08-12,Support,The Retry,2010-??-??,2010-??-??
303,Russia,ARS-ART,Sergey Revin,1988-08-12,Support,DTS,2010-12-??,2011-03-??
304,Russia,ARS-ART,Sergey Revin,1988-08-12,Support,Moscow Five,2011-03-31,2011-08-29
305,Russia,ARS-ART,Sergey Revin,1988-08-12,Support,Moscow Five,2011-03-31,2011-08-29
306,Russia,ARS-ART,Sergey Revin,1988-08-12,Support,Natus Vincere,2011-11-30,2013-02-27
307,Russia,ARS-ART,Sergey Revin,1988-08-12,Support,Virtus.pro,2013-03-21,2013-08-29
308,Russia,ARS-ART,Sergey Revin,1988-08-12,Support,Virtus.pro,2013-10-08,2014-08-07
309,Russia,ARS-ART,Sergey Revin,1988-08-12,Support,Moscow Five,2014-08-08,2014-08-29
310,Russia,ARS-ART,Sergey Revin,1988-08-12,Support,sQreen's Squad,2015-02-09,2015-02-12
311,Russia,ARS-ART,Sergey Revin,1988-08-12,Support,HellRaisers,2015-09-04,2015-10-15
312,Russia,ArsZeeqq,Arseniy Usov,N/A,Support,Ahead Gaming,2014-03-01,2014-04-15
313,Russia,ArsZeeqq,Arseniy Usov,N/A,Support,BUHLO-UroPb,2014-11-??,2014-11-24
314,Russia,ArsZeeqq,Arseniy Usov,N/A,Support,Vega Squadron,2014-11-24,2015-03-31
315,Russia,ArsZeeqq,Arseniy Usov,N/A,Support,Phoenix Rising,2015-??-??,2015-??-??
316,Russia,ArsZeeqq,Arseniy Usov,N/A,Support,Balkan Bears,2015-06-26,2015-??-??
317,Russia,ArsZeeqq,Arseniy Usov,N/A,Support,aSpera,2015-08-24,2015-10-11
318,Russia,ArsZeeqq,Arseniy Usov,N/A,Support,ScaryFaceZ,2015-10-11,2015-10-13
319,Russia,ArsZeeqq,Arseniy Usov,N/A,Support,aSpera,2015-10-13,2015-10-21
320,Russia,ArsZeeqq,Arseniy Usov,N/A,Support,hard'N'play,2015-10-21,2015-10-27
321,Russia,ArsZeeqq,Arseniy Usov,N/A,Support,Fantastic Five 2015,2015-12-08,2016-01-06
322,Russia,ArsZeeqq,Arseniy Usov,N/A,Support,RoX,2016-01-06,2016-02-11
323,Russia,ArsZeeqq,Arseniy Usov,N/A,Support,Prodota Gaming,2016-03-01,2013-04-15
324,Russia,ArsZeeqq,Arseniy Usov,N/A,Support,DX,2016-09-17,2016-??-??
325,Russia,ArsZeeqq,Arseniy Usov,N/A,Support,Rebels,2017-01-05,2017-01-29
326,Russia,ArsZeeqq,Arseniy Usov,N/A,Support,Effect,2017-01-29,2017-11-11
327,Russia,ArsZeeqq,Arseniy Usov,N/A,Support,Effect,2017-11-11,
328,Canada,Arteezy,Artour Babaev,1996-07-01,Solo Middle,Kaipi,2013-04-29,2013-08-15
329,Canada,Arteezy,Artour Babaev,1996-07-01,Solo Middle,Take Five,2013-09-29,2013-10-08
330,Canada,Arteezy,Artour Babaev,1996-07-01,Solo Middle,S A D B O Y S,2014-01-31,2014-02-21
331,Canada,Arteezy,Artour Babaev,1996-07-01,Solo Middle,Evil Geniuses,2014-02-21,2015-01-06
332,Canada,Arteezy,Artour Babaev,1996-07-01,Solo Middle,Team Secret,2015-01-06,2015-08-14
333,Canada,Arteezy,Artour Babaev,1996-07-01,Solo Middle,Evil Geniuses,2015-08-14,2016-03-22
334,Canada,Arteezy,Artour Babaev,1996-07-01,Solo Middle,Team Secret,2016-03-22,2016-08-27
335,Canada,Arteezy,Artour Babaev,1996-07-01,Solo Middle,Evil Geniuses,2016-09-15,
336,Ukraine,Artes,Artem Gorobey,1995-09-07,Carry,Kompas.Gaming,2014-03-??,2014-10-30
337,Ukraine,Artes,Artem Gorobey,1995-09-07,Carry,HellRaisers,2014-10-30,2015-06-16
338,Ukraine,Artes,Artem Gorobey,1995-09-07,Carry,CIS Rejects,2015-09-03,2015-10-17
339,Ukraine,Artes,Artem Gorobey,1995-09-07,Carry,Yellow Submarine,2015-10-24,2016-12-05
340,Ukraine,Artes,Artem Gorobey,1995-09-07,Carry,Tarantula,2016-12-??,2017-01-06
341,Ukraine,Artes,Artem Gorobey,1995-09-07,Carry,GUS Gaming,2017-01-06,2017-03-??
342,Ukraine,Artes,Artem Gorobey,1995-09-07,Carry,Digital Geniuses,2017-07-31,2017-0?-??
343,Ukraine,Artes,Artem Gorobey,1995-09-07,Carry,No Creativity,2017-08-??,
344,Ukraine,Artstyle,Ivan Antonov,1989-04-20,Support,DTS Gaming,2010-06-31,2010-12-25
345,Ukraine,Artstyle,Ivan Antonov,1989-04-20,Support,Natus Vincere,2010-12-25,2011-10-03
346,Ukraine,Artstyle,Ivan Antonov,1989-04-20,Support,Darer,2012-02-17,2012-09-12
347,Ukraine,Artstyle,Ivan Antonov,1989-04-20,Support,Team Kharkiv,2012-09-19,2012-10-04
348,Ukraine,Artstyle,Ivan Antonov,1989-04-20,Support,Eclypsia,2012-10-04,2012-11-11
349,Ukraine,Artstyle,Ivan Antonov,1989-04-20,Support,Relax,2014-08-04,2014-08-29
350,Ukraine,Artstyle,Ivan Antonov,1989-04-20,Support,HellRaisers,2014-08-29,2014-10-30
351,Ukraine,Artstyle,Ivan Antonov,1989-04-20,Support,Natasha ishet Parnya,2014-11-13,2014-12-24
352,Ukraine,Artstyle,Ivan Antonov,1989-04-20,Support,ScaryFaceZ,2014-11-15,2015-03-30
353,Ukraine,Artstyle,Ivan Antonov,1989-04-20,Support,Natus Vincere,2015-04-05,2015-08-26
354,Ukraine,Artstyle,Ivan Antonov,1989-04-20,Support,Natus Vincere,2015-09-02,2015-10-16
355,Ukraine,Artstyle,Ivan Antonov,1989-04-20,Support,Natus Vincere,2015-12-08,2016-11-07
356,Ukraine,Artstyle,Ivan Antonov,1989-04-20,Support,Virtus.pro,2017-03-06,
357,United Arab Emirates,Attacker,Mohammed Almheiri,1994-07-16,Solo Middle,Last Resort Dubai,2015-12-27,2015-12-31
358,United Arab Emirates,Attacker,Mohammed Almheiri,1994-07-16,Solo Middle,Samurai Champloo,2016-01-05,2016-??-??
359,Peru,Atun,Juan Ochoa,N/A,Solo Middle,Team Unknown,2015-??-??,2015-12-08
360,Peru,Atun,Juan Ochoa,N/A,Solo Middle,As1-,2015-12-08,2015-12-??
361,Peru,Atun,Juan Ochoa,N/A,Solo Middle,Infamous,2015-12-??,2016-01-13
362,Peru,Atun,Juan Ochoa,N/A,Solo Middle,Infamous,2016-03-??,2016-05-13
363,Peru,Atun,Juan Ochoa,N/A,Solo Middle,Not Today,2016-09-15,2016-12-14
364,Peru,Atun,Juan Ochoa,N/A,Solo Middle,Mad Kings,2016-12-19,2017-09-11
365,Peru,Atun,Juan Ochoa,N/A,Solo Middle,Digital Chaos.SA,2017-09-13,2017-09-28
366,Peru,Atun,Juan Ochoa,N/A,Solo Middle,Elite Wolves,2017-10-12,2017-12-??
367,Peru,Atun,Juan Ochoa,N/A,Solo Middle,Mad Kings,2017-12-??,
368,Canada,Aui 2000,Kurtis Daniel,1992-10-02,Support,PotM Bottom,2012-??-??,2012-09-22
369,Canada,Aui 2000,Kurtis Daniel,1992-10-02,Support,Team Dignitas,2012-09-22,2013-09-18
370,Canada,Aui 2000,Kurtis Daniel,1992-10-02,Support,RSnake.int,2013-09-19,2013-10-09
371,Canada,Aui 2000,Kurtis Daniel,1992-10-02,Support,Speed.int,2013-10-09,2014-02-09
372,Canada,Aui 2000,Kurtis Daniel,1992-10-02,Support,Cloud9,2014-02-09,2015-01-05
373,Canada,Aui 2000,Kurtis Daniel,1992-10-02,Support,Evil Geniuses,2015-01-05,2015-08-14
374,Canada,Aui 2000,Kurtis Daniel,1992-10-02,Support,Digital Chaos,2015-08-24,2016-03-25
375,Canada,Aui 2000,Kurtis Daniel,1992-10-02,Support,Evil Geniuses,2016-03-25,2016-06-13
376,Canada,Aui 2000,Kurtis Daniel,1992-10-02,Support,Team Secret,2016-06-13,2016-08-19
377,Canada,Aui 2000,Kurtis Daniel,1992-10-02,Support,Team NP,2016-09-08,2017-07-20
378,Canada,Aui 2000,Kurtis Daniel,1992-10-02,Support,Cloud9,2017-07-20,2017-08-23
379,Canada,Aui 2000,Kurtis Daniel,1992-10-02,Support,Animal Planet,2018-01-06,
380,Indonesia,Aville,Adit Rosenda,N/A,Support,Zero Latitude,2016-01-06,2016-04-30
381,Indonesia,Aville,Adit Rosenda,N/A,Support,Majapahit Esports,2016-04-30,2016-08-21
382,Indonesia,Aville,Adit Rosenda,N/A,Support,EVOS Esports,2016-08-21,
383,China,Awoke,Ye Jing,1987-11-30,Support,IFNT,2009-??-??,2009-??-??
384,China,Awoke,Ye Jing,1987-11-30,Support,CYC,2009-??-??,2009-??-??
385,China,Awoke,Ye Jing,1987-11-30,Support,G5,2009-??-??,2010-??-??
386,China,Awoke,Ye Jing,1987-11-30,Support,TyLoo,2011-06-16,2011-08-26
387,China,Awoke,Ye Jing,1987-11-30,Support,iG.Z,2011-08-26,2011-11-23
388,China,Awoke,Ye Jing,1987-11-30,Support,Tongfu,2012-05-12,2012-10-24
389,Russia,Ax.Mo,Dmitry Morozov,N/A,Offlaner,Moscow Five,2015-??-??,2015-08-19
390,Russia,Ax.Mo,Dmitry Morozov,N/A,Offlaner,ScaryFaceZ,2015-08-19,2015-09-04
391,Russia,Ax.Mo,Dmitry Morozov,N/A,Offlaner,CIS Rejects,2015-09-04,2015-09-??
392,Russia,Ax.Mo,Dmitry Morozov,N/A,Offlaner,Big Red Machine,2015-10-06,2015-10-26
393,Russia,Ax.Mo,Dmitry Morozov,N/A,Offlaner,Natus Vincere,2015-12-08,2016-01-17
394,Russia,Ax.Mo,Dmitry Morozov,N/A,Offlaner,Prodota Gaming,2016-03-01,2016-04-15
395,Russia,Ax.Mo,Dmitry Morozov,N/A,Offlaner,DX,2016-09-17,2017-05-23
396,Russia,Ax.Mo,Dmitry Morozov,N/A,Offlaner,SFTe-sports,2017-05-23,2017-07-30
397,China,Axx,Bi Xia,N/A,Solo Middle,Newbee Boss,2017-01-10,
398,Ukraine,Axypa,Bogdan Boychuk,N/A,Support,Wolker Gaming,2007 — 200,
399,Ukraine,Axypa,Bogdan Boychuk,N/A,Support,Explosive,2008 — 200,
400,Ukraine,Axypa,Bogdan Boychuk,N/A,Support,DTS,2008 — 200,
401,Ukraine,Axypa,Bogdan Boychuk,N/A,Support,MyRevenge.UA,2009 — 200,
402,Ukraine,Axypa,Bogdan Boychuk,N/A,Support,Planet-X,2009 — 201,0-22
403,Ukraine,Axypa,Bogdan Boychuk,N/A,Support,Natus Vincere,2010-10-22,2011-04-28
404,Ukraine,Axypa,Bogdan Boychuk,N/A,Support,sQreen's Squad,2014-01-16,2014-01-23
405,China,Ayo,Fan Tianyou,N/A,Support,CIS Game,2014-02-18,2014-08-27
406,China,Ayo,Fan Tianyou,N/A,Support,Dream Gaming,2014-08-28,2015-09-03
407,China,Ayo,Fan Tianyou,N/A,Support,White Fries Gaming,2016-03-26,2016-05-28
408,China,Ayo,Fan Tianyou,N/A,Support,Vici Gaming Potential,2016-05-28,2017-09-06
409,China,Ayo,Fan Tianyou,N/A,Support,VGJ.Thunder,2017-09-06,
410,Canada,B,Scott Jensen,N/A,Support,Absolute Legends,2012-02-26,2012-08-09
411,Canada,B,Scott Jensen,N/A,Support,Natural 9,2012-08-09,2012-09-10
412,Canada,B,Scott Jensen,N/A,Support,Dignitas,2013-10-13,2013-11-11
413,Canada,B,Scott Jensen,N/A,Support,North American Rejects,2015-03-24,2015-07-03
414,Canada,B,Scott Jensen,N/A,Support,Team Archon,2015-07-03,2015-08-30
415,Canada,B,Scott Jensen,N/A,Support,High Council of Wizards&Priests,2015-08-30,2015-10-25
416,Brazil,Baga,Thárcio Medeiros,1994-03-31,Support,Keyd Stars,2013-08-07,2013-12-05
417,Brazil,Baga,Thárcio Medeiros,1994-03-31,Support,Swagenteiger,2014-01-03,2014-03-11
418,Brazil,Baga,Thárcio Medeiros,1994-03-31,Support,CNB e-Sports Club,2014-03-11,2014-09-09
419,Brazil,Baga,Thárcio Medeiros,1994-03-31,Support,paiN Gaming,2014-09-09,2015-06-30
420,Brazil,Baga,Thárcio Medeiros,1994-03-31,Support,INTZ eSports,2015-07-14,2015-09-02
421,Brazil,Baga,Thárcio Medeiros,1994-03-31,Support,T Show,2015-09-02,2015-11-08
422,Brazil,Baga,Thárcio Medeiros,1994-03-31,Support,T Show,2016-03-26,2017-01-15
423,Brazil,Baga,Thárcio Medeiros,1994-03-31,Support,T Show.Old,2017-09-25,
424,Denmark,Balsam,Andreas Løchte,1991-10-27,Carry,QoQ,2007-??-??,2008-??-??
425,Denmark,Balsam,Andreas Løchte,1991-10-27,Carry,RapE,2008-??-??,2009-??-??
426,Denmark,Balsam,Andreas Løchte,1991-10-27,Carry,NORDIC eSports,2010-??-??,2011-??-??
427,Denmark,Balsam,Andreas Løchte,1991-10-27,Carry,The Tough Bananas,2012-03-12,2012-07-12
428,Denmark,Balsam,Andreas Løchte,1991-10-27,Carry,Copenhagen Wolves,2012-07-12,2012-09-22
429,Denmark,Balsam,Andreas Løchte,1991-10-27,Carry,Meet Your Makers,2012-10-01,2012-11-17
430,Denmark,Balsam,Andreas Løchte,1991-10-27,Carry,TRICKED eSport,2013-12-06,2014-??-??
431,China,Banana,Wang Jiao,N/A,Coach,xFy,2009-10-??,2010-02-??
432,China,Banana,Wang Jiao,N/A,Coach,Nirvana.cn,2010-02-??,2011-12-??
433,China,Banana,Wang Jiao,N/A,Coach,Radiance,2012-05-??,2012-11-??
434,China,Banana,Wang Jiao,N/A,Coach,Online Kingdom,2011-03-02,2011-11-23
435,China,Banana,Wang Jiao,N/A,Coach,For.Love,2012-11-10,2013-03-14
436,China,Banana,Wang Jiao,N/A,Coach,TongFu,2013-03-14,2013-09-09
437,China,Banana,Wang Jiao,N/A,Coach,Invictus Gaming,2013-09-09,2014-03-09
438,China,Banana,Wang Jiao,N/A,Coach,Newbee,2014-03-09,2016-03-18
439,China,Banana,Wang Jiao,N/A,Coach,LGD Gaming,2016-03-18,2017-01-05
440,China,Banana,Wang Jiao,N/A,Coach,LGD.Forever Young,2017-01-05,
441,USA,BananaSlamJamma,Brian Canavan,N/A,Carry,ROOT Gaming,2015-01-25,2015-02-21
442,USA,BananaSlamJamma,Brian Canavan,N/A,Carry,FIRE,2015-02-21,2015-02-26
443,USA,BananaSlamJamma,Brian Canavan,N/A,Carry,Champions of Summer's Rift,2015-02-26,2015-05-18
444,USA,BananaSlamJamma,Brian Canavan,N/A,Carry,Stratos eSports,2015-09-??,2015-11-09
445,USA,BananaSlamJamma,Brian Canavan,N/A,Carry,Astral Authority,2015-11-09,2015-12-06
446,USA,BananaSlamJamma,Brian Canavan,N/A,Carry,Enemy,2015-12-06,2016-06-??
447,USA,BananaSlamJamma,Brian Canavan,N/A,Carry,Exodus,2016-06-??,2016-09-??
448,USA,BananaSlamJamma,Brian Canavan,N/A,Carry,Team Freedom,2016-10-??,2017-03-26
449,USA,BananaSlamJamma,Brian Canavan,N/A,Carry,Team Leviathan,2017-08-29,2018-01-02
450,USA,BananaSlamJamma,Brian Canavan,N/A,Carry,VGJ.Storm,2018-01-02,
451,South Korea,BaNhwa,Yoon Deok,N/A,Carry,Eyes of Tiger Hammer,2013-??-??,2013-07-16
452,South Korea,BaNhwa,Yoon Deok,N/A,Carry,MVP HOT6ix,2013-09-01,2014-10-26
453,Russia,Barash,Dmitry Lednikov,N/A,Solo Middle,Yellow Submarine,2014-11-01,2015-09-01
454,Russia,Barash,Dmitry Lednikov,N/A,Solo Middle,PRIES Gaming,2015-09-01,2015-10-23
455,Russia,Barash,Dmitry Lednikov,N/A,Solo Middle,Arcade.PowerRangers,2015-12-07,2015-12-28
456,Russia,Barash,Dmitry Lednikov,N/A,Solo Middle,Enso,2016-02-11,2016-03-04
457,Brazil,Bardo,Lucas Raphael,N/A,Support,South American Rejects,2014-08-06,2014-09-09
458,Brazil,Bardo,Lucas Raphael,N/A,Support,Keyd Stars,2014-09-09,2014-11-28
459,Brazil,Bardo,Lucas Raphael,N/A,Support,INTZ eSports,2015-09-05,2015-10-12
460,Brazil,Bardo,Lucas Raphael,N/A,Support,paiN Gaming,2015-12-05,2016-01-05
461,Brazil,Bardo,Lucas Raphael,N/A,Support,Swagenteiger,2016-01-23,2016-09-02
462,Brazil,Bardo,Lucas Raphael,N/A,Support,Midas Club Elite,2016-11-02,2017-09-10
463,Brazil,Bardo,Lucas Raphael,N/A,Support,SG e-sports,2017-09-10,
464,Bulgaria,Bashruk,Ivan Valev,1996-12-12,Support,Reasonable Doubt,2015-09-25,2016-03-24 
465,Bulgaria,Bashruk,Ivan Valev,1996-12-12,Support,PRIES,2016-03-25,2016-06-15 
466,Bulgaria,Bashruk,Ivan Valev,1996-12-12,Support,Rocket Scientists,2017-06-10,2017-11-16 
467,Bulgaria,Bashruk,Ivan Valev,1996-12-12,Support,Team Singularity,2017-11-16,
468,USA,Bdiz,Robert Tinnes,N/A,Support,Evil Geniuses,2012-10-19,2013-09-19
469,USA,Bdiz,Robert Tinnes,N/A,Support,Team Dignitas,2013-10-13,2013-10-27
470,United Kingdom,Beesa,Alder Beano,1993-12-24,Carry,Kaipi,2015-08-29,2015-11-07
471,United Kingdom,Beesa,Alder Beano,1993-12-24,Carry,FDL,2016-04-29,2016-12-24
472,Malaysia,Ben,Benjamin Cheong,N/A,Offlaner,Natit Gaming,2015-01-06,2015-03-18
473,Malaysia,Ben,Benjamin Cheong,N/A,Offlaner,G Guard Esports,2015-04-02,2015-06-18
474,Malaysia,Ben,Benjamin Cheong,N/A,Offlaner,Team 123,2015-06-23,2015-12-13
475,Malaysia,Ben,Benjamin Cheong,N/A,Offlaner,Taring,2015-12-13,2016-03-19
476,Malaysia,Ben,Benjamin Cheong,N/A,Offlaner,Fire Dragoon E-sports,2016-10-??,2017-01-12
477,Malaysia,Ben,Benjamin Cheong,N/A,Offlaner,WarriorsGaming.Unity,2017-01-12,2017-03-05
478,Malaysia,Ben,Benjamin Cheong,N/A,Offlaner,Team Bazaar,2017-03-05,2017-03-25
479,Malaysia,Ben,Benjamin Cheong,N/A,Offlaner,WarriorsGaming.Youth,2017-06-19,2017-??-??
480,Philippines,Benhur,Benhur Lawis,1997-03-05,Solo Middle,Mineski,2016-03-27,2016-08-19
481,Philippines,Benhur,Benhur Lawis,1997-03-05,Solo Middle,HappyFeet,2016-12-31,
482,Peru,Benjaz,Benjamín Lanao,1993-09-30,Carry,Union Gaming,201?-??-??,2014-02-17
483,Peru,Benjaz,Benjamín Lanao,1993-09-30,Carry,Revenge eSports,2014-02-17,2014-06-??
484,Peru,Benjaz,Benjamín Lanao,1993-09-30,Carry,Union Gaming,2014-06-??,2015-??-??
485,Peru,Benjaz,Benjamín Lanao,1993-09-30,Carry,Balrogs,2015-05-10,2015-07-31
486,Peru,Benjaz,Benjamín Lanao,1993-09-30,Carry,Team DileCom,2015-07-31,2015-12-07
487,Peru,Benjaz,Benjamín Lanao,1993-09-30,Carry,Not Today,2015-12-07,2016-07-08
488,Peru,Benjaz,Benjamín Lanao,1993-09-30,Carry,Infamous,2016-07-08,2017-09-05
489,Peru,Benjaz,Benjamín Lanao,1993-09-30,Carry,Infamous Young,2017-09-09,2017-09-24
490,Peru,Benjaz,Benjamín Lanao,1993-09-30,Carry,White Dragons,2017-10-03,2017-10-22
491,Peru,Benjaz,Benjamín Lanao,1993-09-30,Carry,Sacred,2017-10-22,2018-01-??
492,Peru,Benjaz,Benjamín Lanao,1993-09-30,Carry,Mad Kings,2018-01-??,
493,Ukraine,Bignum,Danil Shehovtsov,N/A,Support,Team iLuminate,2012-11-??,2013-02-01
494,Ukraine,Bignum,Danil Shehovtsov,N/A,Support,Netolic.eu,2012-03-24,2013-05-09
495,Ukraine,Bignum,Danil Shehovtsov,N/A,Support,Cascade,2013-06-??,2013-09-??
496,Ukraine,Bignum,Danil Shehovtsov,N/A,Support,Al'met,2013-09-??,2013-??-??
497,Ukraine,Bignum,Danil Shehovtsov,N/A,Support,Oslik Gaming,2013-11-22,2014-01-14
498,Ukraine,Bignum,Danil Shehovtsov,N/A,Support,Insane Gaming,2014-01-14,2014-04-12
499,Ukraine,Bignum,Danil Shehovtsov,N/A,Support,Oslik Gaming,2014-04-12,2014-08-??
500,Ukraine,Bignum,Danil Shehovtsov,N/A,Support,Album Sheets,2014-08-??,2014-10-31
501,Ukraine,Bignum,Danil Shehovtsov,N/A,Support,sQreen's Squad,2014-10-31,2014-11-11
502,Ukraine,Bignum,Danil Shehovtsov,N/A,Support,Moscow Five International,2014-11-11,2014-12-16
503,Ukraine,Bignum,Danil Shehovtsov,N/A,Support,Album Sheets,2014-12-16,2015-01-??
504,Ukraine,Bignum,Danil Shehovtsov,N/A,Support,xGame.kz,2015-01-??,2015-02-??
505,Ukraine,Bignum,Danil Shehovtsov,N/A,Support,Moscow Five,2015-02-??,2015-??-??
506,Ukraine,Bignum,Danil Shehovtsov,N/A,Support,Arcade.PowerRangers,2015-12-07,2015-12-28
507,Ukraine,Bignum,Danil Shehovtsov,N/A,Support,Power Rangers,2015-12-28,2016-11-14
508,Ukraine,Bignum,Danil Shehovtsov,N/A,Support,F.R.I.E.N.D.S.,2016-12-27,2017-03-18
509,Ukraine,Bignum,Danil Shehovtsov,N/A,Support,Thug Life,2017-04-14,2017-05-23
510,Ukraine,Bignum,Danil Shehovtsov,N/A,Support,Gambit Esports,2017-05-23,
511,Philippines,Bimbo,Ryan Jay,1995-11-15,Offlaner,Mineski,2011-10-??,2014-07-28
512,Philippines,Bimbo,Ryan Jay,1995-11-15,Offlaner,Execration,2014-08-22,2014-10-29
513,Philippines,Bimbo,Ryan Jay,1995-11-15,Offlaner,Mineski,2014-11-06,2017-05-21
514,Philippines,Bimbo,Ryan Jay,1995-11-15,Offlaner,Execration,2017-06-22,
515,Vietnam,Biryu,Hà Qu?c,N/A,Support,Elysium Gaming.int,2014-04-04,2014-07-06
516,Vietnam,Biryu,Hà Qu?c,N/A,Support,5 Pencils 1 Case Gaming,2015-01-28,2015-05-10
517,Vietnam,Biryu,Hà Qu?c,N/A,Support,Digital Chaos,2015-08-25,2016-03-23
518,Vietnam,Biryu,Hà Qu?c,N/A,Support,Wonder Wolfs,2016-03-26,2016-05-??
519,Vietnam,Biryu,Hà Qu?c,N/A,Support,Doo Wop,2017-01-08,2017-??-??
520,Denmark,Biver,Malthe Winther,N/A,Support,Ancient Warriors,2015-08-12,2015-08-30
521,Denmark,Biver,Malthe Winther,N/A,Support,Princess Jellopy,2015-08-30,2015-10-23
522,Denmark,Biver,Malthe Winther,N/A,Support,London Conspiracy,2015-10-23,2016-04-22
523,Denmark,Biver,Malthe Winther,N/A,Support,Prodota Gaming,2016-07-09,2016-12-27
524,Denmark,Biver,Malthe Winther,N/A,Support,Natus Vincere,2016-12-27,2017-07-31
525,Denmark,Biver,Malthe Winther,N/A,Support,Team Spirit,2017-08-31,
526,USA,Bkid,Josh Choi,1989-05-08,Support,Dream Destroyers,2014-05-01,2014-??-??
527,Germany,Black^,Dominik Reitmeier,1993-05-27,Carry,Gamersleague,2011-11-18,2012-01-03
528,Germany,Black^,Dominik Reitmeier,1993-05-27,Carry,Next.kz,2012-??-??,2012-03-26
529,Germany,Black^,Dominik Reitmeier,1993-05-27,Carry,mousesports,2012-05-09,2012-10-16
530,Germany,Black^,Dominik Reitmeier,1993-05-27,Carry,The GD B-Team,2012-10-17,2012-10-21
531,Germany,Black^,Dominik Reitmeier,1993-05-27,Carry,Team Zero,2012-10-24,2012-11-21
532,Germany,Black^,Dominik Reitmeier,1993-05-27,Carry,mousesports,2012-11-21,2013-09-14
