,cog,player,name,dob,role,team,join,joinelo32,joinelo64,joinglicko,joinglickomu,joinglickophi,joinglickosigma,joinglicko2,joinglicko2mu,joinglicko2phi,joinglicko2sigma,leave,leaveelo32,leaveelo64,leaveglicko,leaveglickomu,leaveglickophi,leaveglickosigma,leaveglicko2,leaveglicko2mu,leaveglicko2phi,leaveglicko2sigma
91,Denmark,Ace,Marcus Hoelgaard,1994-01-19,1,Lianghao,2015-01-18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-03-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
92,Denmark,Ace,Marcus Hoelgaard,1994-01-19,1,Flipsid3 Tactics,2015-03-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-04-29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
93,Denmark,Ace,Marcus Hoelgaard,1994-01-19,1,Danish Bears,2015-08-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-06-24,1077.900003649934,1137.361075491611,1513.6637036861866,1915.9209342717668,,160.902892234232,1619.4810156320584,1915.9209342717668,,160.902892234232
94,Denmark,Ace,Marcus Hoelgaard,1994-01-19,1,The Imperial,2016-06-24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-12-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
95,Denmark,Ace,Marcus Hoelgaard,1994-01-19,1,Danish Bears,2016-12-09,1047.8325716185118,1030.685870361176,1496.4657392238846,1856.9910176638457,,144.21011137598447,1496.4657392238846,1856.9910176638457,,144.21011137598447,2017-01-05,1039.72283743544,1025.4832596006652,1318.4945214874904,1856.9910176638457,,215.39859847054214,1662.9236754788512,1856.9910176638457,,215.39859847054214
96,Denmark,Ace,Marcus Hoelgaard,1994-01-19,1,Cloud9,2017-01-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-05-13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
97,Denmark,Ace,Marcus Hoelgaard,1994-01-19,1,Danish Bears,2017-05-19,987.1886645167251,983.4652729668669,1332.0493429381395,1728.5324512441011,,158.5932433223846,1332.0493429381395,1728.5324512441011,,158.5932433223846,2017-09-05,993.9483715288683,992.1895711023463,853.5324512441011,1728.5324512441011,,350.0,1643.1922517254702,1728.5324512441011,,350.0
98,Denmark,Ace,Marcus Hoelgaard,1994-01-19,1,Team Secret,2017-09-05,1101.1431790345123,1170.7123564175286,1572.770757479247,2015.548571932923,,177.11112578147035,1572.770757479247,2015.548571932923,,177.11112578147035,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
99,Sweden,AdmiralBulldog,Henrik Ahnberg,1990-12-19,1,No Tidehunter,2012-09-21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2013-04-12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100,Sweden,AdmiralBulldog,Henrik Ahnberg,1990-12-19,1,Team Tinker,2015-01-20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-02-13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
101,Sweden,AdmiralBulldog,Henrik Ahnberg,1990-12-19,1,Alliance,2013-04-12,1229.4447115628882,1297.817578489482,1741.67632179341,1828.322715217358,,34.65855736957926,1741.67632179341,1828.322715217358,,34.65855736957926,2016-08-28,1084.2891634666214,1138.0216186192295,1740.4350857035524,1949.5870746170056,,83.66079556538125,1770.226777942341,1949.5870746170056,,83.66079556538125
102,Russia,Afoninje,Andrey Afonin,1996-09-27,1,Special Reaction Team,2014-08-01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-08-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
103,Russia,Afoninje,Andrey Afonin,1996-09-27,1,NVMI,2014-08-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-09-02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
104,Russia,Afoninje,Andrey Afonin,1996-09-27,1,Kompas.Gaming,2014-09-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-10-30,1067.896342742613,1114.5687914585353,1701.7241147514012,1847.7611435976603,,58.41481153850361,1561.9413698294543,1847.7611435976603,,58.41481153850361
105,Russia,Afoninje,Andrey Afonin,1996-09-27,1,HellRaisers,2014-10-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-03-22,979.9865911227738,997.4398678518755,1274.5214070057964,1760.1813882771442,,194.2639925085391,1518.3833053232036,1760.1813882771442,,194.2639925085391
106,Russia,Afoninje,Andrey Afonin,1996-09-27,1,Polarity,2016-03-25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-06-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
107,Russia,Afoninje,Andrey Afonin,1996-09-27,1,Power Rangers,2016-09-08,995.7619174258976,985.0549172842084,1304.1149115920393,1835.3522372722657,,212.49493027209053,1304.1149115920393,1835.3522372722657,,212.49493027209053,2016-11-14,994.9416337758363,1004.7323838722317,1280.2952902541322,1883.356003333876,,241.22428523189757,1595.5384340937248,1883.356003333876,,241.22428523189757
108,Russia,Afoninje,Andrey Afonin,1996-09-27,1,Rebels,2017-01-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-01-29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
109,Russia,Afoninje,Andrey Afonin,1996-09-27,1,Effect,2017-01-29,1018.4686287813036,1075.9559230781417,1282.3334770836943,2098.0221720532445,,326.27547798782007,1282.3334770836943,2098.0221720532445,,326.27547798782007,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
110,Jordan,AfrOmoush,Mohammad Khalil,1996-12-06,2,Aboshamalah,2016-07-26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-01-15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
111,Jordan,AfrOmoush,Mohammad Khalil,1996-12-06,2,Spotnet,2017-03-08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-05-16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
112,Jordan,AfrOmoush,Mohammad Khalil,1996-12-06,2,Orcus,2017-07-25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-09-27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
113,Jordan,AfrOmoush,Mohammad Khalil,1996-12-06,2,WarriorsGaming.Unity,2017-09-28,989.1141096188024,960.2548869883558,1171.8479941956275,1509.712160749636,,135.14566662160343,1171.8479941956275,1509.712160749636,,135.14566662160343,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
114,Russia,AfterLife,Vasily Shishkin,1997-03-13,1,Can't Describe,2013-09-10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2013-12-15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
115,Russia,AfterLife,Vasily Shishkin,1997-03-13,1,DreamTeam168,2014-04-16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-07-12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
116,Russia,AfterLife,Vasily Shishkin,1997-03-13,1,Album Sheets,2014-10-21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-01-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
117,Russia,AfterLife,Vasily Shishkin,1997-03-13,1,aSpera,2015-07-14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-10-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
118,Russia,AfterLife,Vasily Shishkin,1997-03-13,1,CIS Rejects,2015-09-03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-12-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
119,Russia,AfterLife,Vasily Shishkin,1997-03-13,1,Team Spirit,2015-12-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-03-05,1065.7448272447532,1107.3907255203455,1810.2556240018089,1928.0742621753545,,47.12745526941824,1701.5469696941084,1928.0742621753545,,47.12745526941824
120,Russia,AfterLife,Vasily Shishkin,1997-03-13,1,Team Empire,2016-03-25,1149.6881741435097,1215.2986269726514,1696.2196061182572,2020.9933193908332,,129.90948530903043,1696.2196061182572,2020.9933193908332,,129.90948530903043,2016-09-02,1072.922170508072,1118.6986345558917,1680.7796296123952,1929.6488009043421,,99.54766851677873,1739.413001624619,1929.6488009043421,,99.54766851677873
121,Russia,AfterLife,Vasily Shishkin,1997-03-13,1,F.R.I.E.N.D.S.,2016-09-15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-04-09,948.4657418021694,921.7197408658373,1126.2244128981001,1626.8601413847646,,200.2542913946658,1552.9332277113272,1626.8601413847646,,200.2542913946658
122,Russia,AfterLife,Vasily Shishkin,1997-03-13,1,Vega Squadron,2017-04-09,976.7204131240169,985.3906654987065,1248.0110863060172,1730.8974207175204,,193.1545337646013,1248.0110863060172,1730.8974207175204,,193.1545337646013,2017-12-04 ,1112.0748934168194,1180.6270853311883,1709.3873392909463,1927.8089453619152,,87.36864242838759,1686.5547351391021,1927.8089453619152,,87.36864242838759
123,Russia,AfterLife,Vasily Shishkin,1997-03-13,1,Vega Squadron,2017-12-04,1000.7658944601002,1044.7756907945245,1476.2166957801394,1797.5714897383891,,128.54191758329986,1476.2166957801394,1797.5714897383891,,128.54191758329986,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
124,Russia,AfterLife,Vasily Shishkin,1997-03-13,1,Effect,2017-12-19,994.7064075318478,1013.3430835329018,1250.8924091324348,1782.1725100662577,,212.51204037352923,1250.8924091324348,1782.1725100662577,,212.51204037352923,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
125,China,Agressif,Sun Zheng,1991-11-11,1,New Element,2013-08-20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2013-11-25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
126,China,Agressif,Sun Zheng,1991-11-11,1,LGD.CDEC,2014-04-25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-10-14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
127,China,Agressif,Sun Zheng,1991-11-11,1,CDEC Gaming,2014-10-14,1078.0851087356984,1123.9641964590558,1806.543113118043,1965.9863161990324,,63.777281232395765,1806.543113118043,1965.9863161990324,,63.777281232395765,2016-03-18,1034.8020567010485,1060.8369711821708,1358.4634440692355,1795.563320723652,,174.83995066176658,1723.0311868873002,1795.563320723652,,174.83995066176658
128,China,Agressif,Sun Zheng,1991-11-11,1,LGD Gaming,2016-03-18,1093.3699678521227,1127.8145027593857,1588.17322663877,1958.988993247574,,148.32630664352155,1588.17322663877,1958.988993247574,,148.32630664352155,2016-08-20,1100.105912963531,1119.6069199459912,1638.1354391919642,1911.6005226076654,,109.38603336628047,1808.1296883721263,1911.6005226076654,,109.38603336628047
129,China,Agressif,Sun Zheng,1991-11-11,1,Team VGJ,2016-09-17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-09-04,969.7262595131033,977.0105943734973,1071.082972825559,1756.7605260218713,,274.2710212785249,1673.8249407287096,1756.7605260218713,,274.2710212785249
130,China,Agressif,Sun Zheng,1991-11-11,1,For The Dream,2017-09-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
131,Malaysia,Ahfu,Tue Soon,1994-06-06,2,Nara Stacks,2014-04-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-07-24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
132,Malaysia,Ahfu,Tue Soon,1994-06-06,2,Mineski,2014-11-26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-01-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
133,Malaysia,Ahfu,Tue Soon,1994-06-06,2,SabunWarrior,2015-09-03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-11-28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
134,Malaysia,Ahfu,Tue Soon,1994-06-06,2,WarriorsGaming.Unity,2016-03-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-03-05,1139.833252221861,1225.1883841753195,1571.3921890046322,1954.6249955897947,,153.293122634065,1716.1622328952233,1954.6249955897947,,153.293122634065
135,Malaysia,Ahfu,Tue Soon,1994-06-06,2,Team Bazaar,2017-03-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-03-27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
136,Malaysia,Ahfu,Tue Soon,1994-06-06,2,WarriorsGaming.Unity,2017-03-27,1127.3638201313306,1205.2743332748419,1577.3150682898859,1939.349368729517,,144.81372017585244,1577.3150682898859,1939.349368729517,,144.81372017585244,2017-05-02,1087.9776081330028,1150.160146963567,1667.2962509173904,1918.2157163314728,,100.36778616563302,1728.3443287274913,1918.2157163314728,,100.36778616563302
137,Malaysia,Ahfu,Tue Soon,1994-06-06,2,LGD.Forever Young,2017-05-06,1052.9700105473337,1100.8714791893906,1535.6696403268575,1905.620252283126,,147.98024478250747,1535.6696403268575,1905.620252283126,,147.98024478250747,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
138,Sweden,Akke,Joakim Akterhall,1988-05-26,2,Team Team,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
139,Sweden,Akke,Joakim Akterhall,1988-05-26,2,Jukes on You,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
140,Sweden,Akke,Joakim Akterhall,1988-05-26,2,Meet Your Makers,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
141,Sweden,Akke,Joakim Akterhall,1988-05-26,2,Team Team,2006 — 200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
142,Sweden,Akke,Joakim Akterhall,1988-05-26,2,SK Gaming,2007 — 200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
143,Sweden,Akke,Joakim Akterhall,1988-05-26,2,eXperience Gaming,2011-12-11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-02-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
144,Sweden,Akke,Joakim Akterhall,1988-05-26,2,Counter Logic Gaming,2012-02-02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-10-29,985.2810862219543,944.9477167776536,1131.9434419235204,1643.8743501615509,,204.77236329521222,1559.6593249970483,1643.8743501615509,,204.77236329521222
145,Sweden,Akke,Joakim Akterhall,1988-05-26,2,No Tidehunter,2012-10-29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2013-04-12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
146,Sweden,Akke,Joakim Akterhall,1988-05-26,2,Alliance,2013-04-12,1229.4447115628882,1297.817578489482,1741.67632179341,1828.322715217358,,34.65855736957926,1741.67632179341,1828.322715217358,,34.65855736957926,2016-08-28,1084.2891634666214,1138.0216186192295,1740.4350857035524,1949.5870746170056,,83.66079556538125,1770.226777942341,1949.5870746170056,,83.66079556538125
147,Sweden,Akke,Joakim Akterhall,1988-05-26,2,Horde,2016-09-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-03-20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
148,Sweden,Akke,Joakim Akterhall,1988-05-26,2,Crescendo,2017-05-23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-07-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
149,Germany,Alex,Alexander Reinhardt,1991-09-07,2,mousesports,2012-09-16,912.4106165557777,867.7050201629944,1244.5364849901423,1575.8224137469037,,132.51437150270456,1244.5364849901423,1575.8224137469037,,132.51437150270456,2012-10-16,1002.2256218388278,1011.7574639387113,1381.1295104701778,1654.246619343631,,109.24684354938128,1522.4592888046911,1654.246619343631,,109.24684354938128
150,Germany,Alex,Alexander Reinhardt,1991-09-07,2,The GD B-Team,2012-10-17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-10-21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
151,Germany,Alex,Alexander Reinhardt,1991-09-07,2,Zero,2012-10-24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-11-21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
152,Germany,Alex,Alexander Reinhardt,1991-09-07,2,mousesports,2012-11-21,1001.7372943910639,1009.1777389121145,1130.2304410061738,1654.246619343631,,209.60647133498284,1130.2304410061738,1654.246619343631,,209.60647133498284,2013-04-30,1073.7200015960777,1095.6426732117939,1613.7018866149078,1714.0624735200633,,40.14423476206224,1575.988849982185,1714.0624735200633,,40.14423476206224
153,Germany,Alex,Alexander Reinhardt,1991-09-07,2,uebelst gamynG,2013-0?-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2013-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
154,Germany,Alex,Alexander Reinhardt,1991-09-07,2,Team Liquid,2015-10-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,201?-??-??,1156.482598585412,1217.9324162820558,1623.5106802779346,2185.1768709209837,,224.66647625721959,1949.719411893939,2185.1768709209837,,224.66647625721959
155,Ukraine,ALOHADANCE,Ilya Korobkin,1997-09-15,1,Flip.Sid3.ru,2013-10-22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-02-01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
156,Ukraine,ALOHADANCE,Ilya Korobkin,1997-09-15,1,HellRaisers,2014-08-29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-09-15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
157,Ukraine,ALOHADANCE,Ilya Korobkin,1997-09-15,1,Album Sheets,2014-09-15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
158,Ukraine,ALOHADANCE,Ilya Korobkin,1997-09-15,1,Team Empire,2014-12-31,1235.315071678038,1382.7759279665086,1845.2809060379695,2098.348491527189,,101.22703419568765,1845.2809060379695,2098.348491527189,,101.22703419568765,2016-03-25,1149.6881741435097,1215.2986269726514,1696.2196061182572,2020.9933193908332,,129.90948530903043,1754.630700710503,2020.9933193908332,,129.90948530903043
159,Ukraine,ALOHADANCE,Ilya Korobkin,1997-09-15,1,Virtus.Pro,2016-03-25,1024.5381367766004,1029.11932391739,1469.1786231067035,1810.6660154215867,,136.59495692595323,1469.1786231067035,1810.6660154215867,,136.59495692595323,2016-06-30,1035.2014527067633,1011.7357348900634,1636.7339441193249,1892.5099717680682,,102.31041105949735,1758.6040252065097,1892.5099717680682,,102.31041105949735
160,Ukraine,ALOHADANCE,Ilya Korobkin,1997-09-15,1,F.R.I.E.N.D.S.,2016-07-15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-09-12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
161,Ukraine,ALOHADANCE,Ilya Korobkin,1997-09-15,1,Team Empire,2016-09-12,1068.0733026045682,1110.8059183177745,1552.9050359664996,1929.6488009043421,,150.69750597513703,1552.9050359664996,1929.6488009043421,,150.69750597513703,2016-11-11,1013.0719181349167,1039.0871933443598,1534.9648599982052,1895.5478082320399,,144.23317929353394,1706.7265123017287,1895.5478082320399,,144.23317929353394
162,Ukraine,ALOHADANCE,Ilya Korobkin,1997-09-15,1,F.R.I.E.N.D.S.,2016-12-27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-04-09,948.4657418021694,921.7197408658373,1126.2244128981001,1626.8601413847646,,200.2542913946658,1552.9332277113272,1626.8601413847646,,200.2542913946658
163,Ukraine,ALOHADANCE,Ilya Korobkin,1997-09-15,1,Vega Squadron,2017-04-09,976.7204131240169,985.3906654987065,1248.0110863060172,1730.8974207175204,,193.1545337646013,1248.0110863060172,1730.8974207175204,,193.1545337646013,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
164,Ukraine,ALWAYSWANNAFLY,Andrey Bondarenko,1991-03-06,2,The Retry,2011-12-08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-01-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
165,Ukraine,ALWAYSWANNAFLY,Andrey Bondarenko,1991-03-06,2,DTS Gaming,2012-01-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-05-24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
166,Ukraine,ALWAYSWANNAFLY,Andrey Bondarenko,1991-03-06,2,Team Empire,2012-05-28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-09-13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
167,Ukraine,ALWAYSWANNAFLY,Andrey Bondarenko,1991-03-06,2,Team Kharkiv,2012-09-19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-10-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
168,Ukraine,ALWAYSWANNAFLY,Andrey Bondarenko,1991-03-06,2,Eclypsia,2012-10-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-11-11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
169,Ukraine,ALWAYSWANNAFLY,Andrey Bondarenko,1991-03-06,2,iLuminate,2012-11-11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2013-02-01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
170,Ukraine,ALWAYSWANNAFLY,Andrey Bondarenko,1991-03-06,2,The Retry,2012-09-16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-09-27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
171,Ukraine,ALWAYSWANNAFLY,Andrey Bondarenko,1991-03-06,2,iCCup,2013-03-14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2013-08-16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
172,Ukraine,ALWAYSWANNAFLY,Andrey Bondarenko,1991-03-06,2,Terrible Terrible Damage,2013-08-16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2013-09-13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
173,Ukraine,ALWAYSWANNAFLY,Andrey Bondarenko,1991-03-06,2,Team Empire,2013-09-13,1097.5765091949836,1206.5635791014945,1545.3666337326981,1763.0275643039204,,87.06437222848895,1545.3666337326981,1763.0275643039204,,87.06437222848895,2015-08-25,1097.4224289486913,1141.3654151295402,1591.4917251017623,1985.9545014140265,,157.78511052490572,1767.3833716537158,1985.9545014140265,,157.78511052490572
174,Ukraine,ALWAYSWANNAFLY,Andrey Bondarenko,1991-03-06,2,CIS Rejects,2015-09-03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-12-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
175,Ukraine,ALWAYSWANNAFLY,Andrey Bondarenko,1991-03-06,2,Team Spirit,2015-12-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-05-11,949.0546567407099,917.5641191276495,1639.4555951047155,1872.3284948689957,,93.14915990571205,1677.2091587964019,1872.3284948689957,,93.14915990571205
176,Ukraine,ALWAYSWANNAFLY,Andrey Bondarenko,1991-03-06,2,Polarity,2016-05-13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-06-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
177,Ukraine,ALWAYSWANNAFLY,Andrey Bondarenko,1991-03-06,2,F.R.I.E.N.D.S.,2016-07-15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-12-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
178,Ukraine,ALWAYSWANNAFLY,Andrey Bondarenko,1991-03-06,2,Double Dimension,2017-02-01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-03-18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
179,Ukraine,ALWAYSWANNAFLY,Andrey Bondarenko,1991-03-06,2,Thug Life,2017-04-14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-05-23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
180,Ukraine,ALWAYSWANNAFLY,Andrey Bondarenko,1991-03-06,2,Gambit Esports,2017-05-23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
181,China,Ame,Wang Chunyu,1997-04-07,1,CDEC Youth,2015-09-03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-08-22,1076.268057668072,1081.6270020990273,1430.3904344138061,1888.1927450235282,,183.12092424388885,1753.535648638257,1888.1927450235282,,183.12092424388885
